	Control_1a	Control_1b	Control_2a	Control_2b	Control_3a	Control_3b	PB_1a	PB_1b	PB_2a	PB_2b	PB_3a	PB_3b	Standard_1a	Standard_2a	Standard_2b	Standard_3a	Styrofoam_1a	Styrofoam_1b	Styrofoam_2a	Styrofoam_2b	Styrofoam_3a	Styrofoam_3b	SControl_1a	SControl_1b	SControl_2a	SControl_2b	SControl_3a	SControl_3b	SPB_1a	SPB_1b	SPB_2a	SPB_2b	SPB_3a	SPB_3b	SStandard_1a	SStandard_1b	SStandard_2a	SStandard_2b	SStandard_3a	SStandard_3b	SStyrofoam_1a	SStyrofoam_1b	SStyrofoam_2a	SStyrofoam_2b	SStyrofoam_3a	SStyrofoam_3b
Superworm_MAG_0083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.539931568	0.228473219	1.786868703	3.910723577	7.583891771	0.953895397	0.523911638	0.179751187	0.541508333	0.639835386	12.52476309	5.851531827	109.742672	190.1424922	4.276974504	16.78879236	0.059775153	1.688573186	8.751407263	3.356837641	5.352990334	4.629759859	6.217183583	2.337932231
Superworm_MAG_0084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.808683272	1.822464672	7.549009003	2.792664998	26.86405072	13.66739027	1.0068234	0.797364306	0.795174758	0.9178586	11.76653977	16.67078199	0.408131782	0.176800254	0.182769654	0.751568177	0.053540215	4.79133068	2.987488691	0.246865796	1.430812121	0.533373939	1.222874187	0.618674126
Superworm_MAG_0085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.475195662	0.112472621	1.543662345	3.211064693	67.71254183	5.055943792	1.690354997	0.352322381	0.555290036	0.671879585	111.6205096	41.61818184	11.59743314	19.78340315	38.28848461	145.3898762	0.274626969	8.702350425	5.798600492	0.654638014	7.907705899	13.52347454	33.20698801	5.324132257
Superworm_MAG_0086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.57433568	19.28316858	13.40088895	33.09008794	22.30505108	1.659946898	266.7137519	85.6233917	23.212092	76.24439291	11.87238661	4.111213662	640.8410342	51.04011536	16.8451006	18.7611934	14.64061595	14.02551424	158.9183836	167.4248564	29.64558867	11.15543374	5.713411883	14.74978556
Superworm_MAG_0087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.55454067	3.797013382	44.4478189	49.69122016	69.5618231	14.37619047	8.647833608	5.583779101	17.09409099	13.39206779	122.912977	31.51254533	16.83054664	14.26493992	26.56738883	64.83236711	4.349517071	15.14509216	35.39027203	13.63034972	24.50910115	32.22497168	109.3658254	40.83585982
Superworm_MAG_0088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0100556	0.649403768	0	0	2.560914669	4.537001388	0.171809466	3.39161977	1.69E-03	0	1.07E-03	2.22E-05	1.78E-04	0	8.89E-05	2.22E-05	2.22E-05	2.22E-05	2.22E-05	2.22E-05	2.22E-05	2.22E-05
Superworm_MAG_0089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.640469792	19.59772399	0.940285172	3.66018805	5.670258135	9.635770918	0.548264343	0.255001528	8.692083231	2.793448252	1.385487318	0.361483252	8.383951423	2.171485423	0.54554233	9.050232018	0.038363363	3.435587999	4.931589022	6.835177383	3.550593024	4.129020668	16.65085631	14.41399155
Superworm_MAG_0090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.516545909	2.663046291	12.62456452	19.75127474	2.535160477	4.165321711	24.07685401	22.51909411	48.31182488	51.75800644	1.850532788	24.12468066	46.71173804	20.64043619	5.656928378	23.68233637	1.840159905	5.373692976	26.87276371	5.568758872	13.05503917	5.775328921	39.1864028	13.30005502
Superworm_MAG_0091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.87257688	3.033414003	9.489268039	7.097637233	3.299391849	0.887274037	7.376482533	2.757116964	4.732119789	16.81526474	5.982331724	0.778783738	17.94116697	8.484067569	4.121117561	12.37445402	0.113082214	2.165087923	33.79500581	5.810765669	11.1318364	3.798850911	1.292144697	2.391277582
Superworm_MAG_0092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.28234328	1.825308294	15.30159786	26.12066059	32.41433046	8.370731079	9.661259776	7.32014146	15.17503187	25.71912771	38.09277624	11.46496298	34.26668342	7.23598887	12.66485756	35.76152578	8.105065091	9.153953885	17.99359202	4.069249675	60.9796146	38.09797065	16.32430006	19.22863701
Superworm_MAG_0093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.79029105	8.82006261	161.1229614	91.02130599	361.8306054	487.8210963	7.967553559	96.08051107	44.01822938	112.0492747	318.5701618	221.3803822	34.5764767	6.748570701	221.0352928	174.6566987	724.955737	222.3303335	31.21119336	28.75808956	66.38106809	23.13730581	409.1383542	796.2168518
Superworm_MAG_0094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.72E-03	1.32E-03	5.769908311	1.781626744	1.043392687	0.279975636	2.00E-03	1.20E-03	0.011410418	0.133361768	0.129958661	0.078952089	2.12E-03	4.40E-04	0.030267636	0.026464164	4.80E-04	2.20E-03	4.16E-03	1.60E-04	2.60E-03	0.012971844	0.014773489	0.006285739
Superworm_MAG_0095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.67435203	4.520682268	15.05653653	19.14761756	10.23715913	4.471583636	31.56058658	27.87356701	10.96887496	18.51197658	18.87314159	5.348189954	13.37093474	14.08977456	1.123655919	23.2138427	4.1912828	13.77558576	21.52753344	8.935031332	6.58372095	8.909986784	6.012294939	3.854879348
Superworm_MAG_0096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.07E-04	1.20E-04	13.23346596	16.05288773	4.79E-05	1.44E-04	1.65E-03	4.55E-04	2.564447187	7.97204418	0.00706334	7.18E-05	0.014773154	1.01E-03	2.202421105	2.63E-04	2.39E-04	5.27E-04	1.58E-03	4.79E-05	0.579816376	0.189153839	3.35E-04	0.388387902
Superworm_MAG_0097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71631918	0.491050364	3.687204448	2.249571203	3.686106624	1.672987408	1.31748606	1.261916775	1.664463125	3.44464985	5.691444203	1.299113647	0.079915153	0.018081812	0.347784289	2.328227087	0.034613755	0.085436564	0.30435565	0.047658491	1.30579746	6.051788894	0.411942434	0.292893073
Superworm_MAG_0098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.90388582	44.93589574	35.71075501	11.39821406	29.12111569	10.4546784	11.21079391	11.12148668	2.815757187	4.877248573	1.418442796	0.811007682	0.458650505	0.267452774	0.958854408	17.11804569	0.099702101	0.78341831	0.992357649	0.139041054	2.778502417	8.48473475	0.766301958	0.243745193
Superworm_MAG_0099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.98937403	6.039694905	16.70320904	23.47017351	22.65157576	9.926645042	4.528573189	9.547315421	54.24580597	11.81761148	24.09303456	46.70076467	11.63635991	7.332899542	6.853734835	65.7460555	3.859821716	5.732213454	11.31011646	12.16141504	3.118332361	12.7184686	58.11803683	7.6805117
Superworm_MAG_0100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.61405998	1.488784157	4.293499266	3.915267616	1.288418623	0.557640201	1.304077681	2.657362362	1.326359147	2.816316896	0.148258089	0.767427996	25.9779926	1.168662032	3.120930852	2.014905054	0.297589176	0.227408427	10.13863688	3.18978712	0.898182812	0.865942587	2.93233476	1.023472046
